review_id,text,rating,category,label,clean_text,tokens,token_str,predicted_sentiment,sentiment_confidence,aspects,aspect_sentiments
205,Great camera but the battery life is disappointing for the price.,3,electronics,neutral,great camera but the battery life is disappointing for the price,"['great', 'camera', 'battery', 'life', 'disappointing', 'price']",great camera battery life disappointing price,negative,0.4118,"['battery', 'camera', 'software', 'value']","{'battery': 'neutral', 'camera': 'neutral', 'software': 'neutral', 'value': 'neutral'}"
206,Returned it immediately. Nothing worked as advertised.,1,electronics,negative,returned it immediately nothing worked as advertised,"['returned', 'immediately', 'nothing', 'worked', 'advertised']",returned immediately nothing worked advertised,neutral,1.0,['customer_service'],{'customer_service': 'neutral'}
207,Camera quality is stunning. Photos come out crisp and vibrant even in low light.,5,electronics,positive,camera quality is stunning photos come out crisp and vibrant even in low light,"['camera', 'quality', 'stunning', 'photo', 'come', 'crisp', 'vibrant', 'even', 'low', 'light']",camera quality stunning photo come crisp vibrant even low light,positive,0.5994,"['camera', 'build_quality', 'software']","{'camera': 'positive', 'build_quality': 'positive', 'software': 'neutral'}"
208,Build quality feels premium. Solid and durable construction.,4,electronics,positive,build quality feels premium solid and durable construction,"['build', 'quality', 'feel', 'premium', 'solid', 'durable', 'construction']",build quality feel premium solid durable construction,neutral,0.8469,"['build_quality', 'software']","{'build_quality': 'positive', 'software': 'neutral'}"
209,Love the design but the charging takes forever. Over 3 hours.,3,electronics,neutral,love the design but the charging takes forever over hours,"['love', 'design', 'charging', 'take', 'forever', 'hour']",love design charging take forever hour,positive,0.3818,"['battery', 'design']","{'battery': 'positive', 'design': 'positive'}"
210,Volume buttons are unresponsive. Had to return the product.,2,electronics,negative,volume buttons are unresponsive had to return the product,"['volume', 'button', 'unresponsive', 'return', 'product']",volume button unresponsive return product,neutral,1.0,"['audio', 'customer_service']","{'audio': 'negative', 'customer_service': 'negative'}"
211,Screen cracked after a minor drop. Very fragile build quality.,2,electronics,negative,screen cracked after a minor drop very fragile build quality,"['screen', 'cracked', 'minor', 'drop', 'fragile', 'build', 'quality']",screen cracked minor drop fragile build quality,negative,0.2732,"['display', 'build_quality', 'software']","{'display': 'negative', 'build_quality': 'negative', 'software': 'neutral'}"
212,Fast delivery and the packaging was secure. Product works perfectly.,5,electronics,positive,fast delivery and the packaging was secure product works perfectly,"['fast', 'delivery', 'packaging', 'secure', 'product', 'work', 'perfectly']",fast delivery packaging secure product work perfectly,positive,0.765,"['performance', 'delivery']","{'performance': 'positive', 'delivery': 'positive'}"
213,Screen cracked after a minor drop. Very fragile build quality.,2,electronics,negative,screen cracked after a minor drop very fragile build quality,"['screen', 'cracked', 'minor', 'drop', 'fragile', 'build', 'quality']",screen cracked minor drop fragile build quality,negative,0.2732,"['display', 'build_quality', 'software']","{'display': 'negative', 'build_quality': 'negative', 'software': 'neutral'}"
214,Arrived with a scratch on the screen. Disappointed with QC.,2,electronics,negative,arrived with a scratch on the screen disappointed with qc,"['arrived', 'scratch', 'screen', 'disappointed']",arrived scratch screen disappointed,negative,0.4767,"['display', 'software', 'delivery']","{'display': 'negative', 'software': 'neutral', 'delivery': 'negative'}"
215,The screen resolution is gorgeous. Colors are vivid and sharp.,4,electronics,positive,the screen resolution is gorgeous colors are vivid and sharp,"['screen', 'resolution', 'gorgeous', 'color', 'vivid', 'sharp']",screen resolution gorgeous color vivid sharp,positive,0.6124,"['display', 'design']","{'display': 'positive', 'design': 'neutral'}"
216,The screen resolution is gorgeous. Colors are vivid and sharp.,4,electronics,positive,the screen resolution is gorgeous colors are vivid and sharp,"['screen', 'resolution', 'gorgeous', 'color', 'vivid', 'sharp']",screen resolution gorgeous color vivid sharp,positive,0.6124,"['display', 'design']","{'display': 'positive', 'design': 'neutral'}"
217,Buttons are stiff and hard to press. Poor ergonomics.,2,electronics,negative,buttons are stiff and hard to press poor ergonomics,"['button', 'stiff', 'hard', 'press', 'poor', 'ergonomics']",button stiff hard press poor ergonomics,negative,0.5423,['design'],{'design': 'neutral'}
218,Returned it immediately. Nothing worked as advertised.,1,electronics,negative,returned it immediately nothing worked as advertised,"['returned', 'immediately', 'nothing', 'worked', 'advertised']",returned immediately nothing worked advertised,neutral,1.0,['customer_service'],{'customer_service': 'neutral'}
219,"Sound quality on these headphones is phenomenal. Deep bass, clear highs.",5,electronics,positive,sound quality on these headphones is phenomenal deep bass clear highs,"['sound', 'quality', 'headphone', 'phenomenal', 'deep', 'bass', 'clear', 'high']",sound quality headphone phenomenal deep bass clear high,positive,0.3818,"['build_quality', 'audio']","{'build_quality': 'positive', 'audio': 'positive'}"
220,The warranty process was a nightmare. Took 6 weeks to resolve.,1,electronics,negative,the warranty process was a nightmare took weeks to resolve,"['warranty', 'process', 'nightmare', 'took', 'week', 'resolve']",warranty process nightmare took week resolve,positive,0.3818,['customer_service'],{'customer_service': 'neutral'}
221,The touchscreen is unresponsive in cold weather. Major design flaw.,2,electronics,negative,the touchscreen is unresponsive in cold weather major design flaw,"['touchscreen', 'unresponsive', 'cold', 'weather', 'major', 'design', 'flaw']",touchscreen unresponsive cold weather major design flaw,neutral,1.0,"['display', 'design']","{'display': 'neutral', 'design': 'negative'}"
222,Incredible value. Outperforms products twice the price.,5,electronics,positive,incredible value outperforms products twice the price,"['incredible', 'value', 'outperforms', 'product', 'twice', 'price']",incredible value outperforms product twice price,positive,0.34,['value'],{'value': 'positive'}
223,The app integration works seamlessly with all my devices.,4,electronics,positive,the app integration works seamlessly with all my devices,"['app', 'integration', 'work', 'seamlessly', 'device']",app integration work seamlessly device,neutral,1.0,['software'],{'software': 'positive'}
224,The app integration works seamlessly with all my devices.,4,electronics,positive,the app integration works seamlessly with all my devices,"['app', 'integration', 'work', 'seamlessly', 'device']",app integration work seamlessly device,neutral,1.0,['software'],{'software': 'positive'}
225,Speaker quality is mediocre at best. Tinny and distorted at high volume.,2,electronics,negative,speaker quality is mediocre at best tinny and distorted at high volume,"['speaker', 'quality', 'mediocre', 'best', 'tinny', 'distorted', 'high', 'volume']",speaker quality mediocre best tinny distorted high volume,positive,0.3612,"['build_quality', 'audio']","{'build_quality': 'positive', 'audio': 'positive'}"
226,Absolutely love this product! Best purchase I've made this year.,5,electronics,positive,absolutely love this product best purchase i've made this year,"['absolutely', 'love', 'product', 'best', 'purchase', ""'ve"", 'made', 'year']",absolutely love product best purchase 've made year,positive,0.8746,['general'],{'general': 'neutral'}
227,Noise cancellation is top notch. Perfect for working from home.,5,electronics,positive,noise cancellation is top notch perfect for working from home,"['noise', 'cancellation', 'top', 'notch', 'perfect', 'working', 'home']",noise cancellation top notch perfect working home,positive,0.6705,['audio'],{'audio': 'positive'}
228,Battery drains within 4 hours. Completely unusable for a full day.,1,electronics,negative,battery drains within hours completely unusable for a full day,"['battery', 'drain', 'within', 'hour', 'completely', 'unusable', 'full', 'day']",battery drain within hour completely unusable full day,neutral,1.0,['battery'],{'battery': 'negative'}
229,Software crashes multiple times a day. Completely unreliable.,1,electronics,negative,software crashes multiple times a day completely unreliable,"['software', 'crash', 'multiple', 'time', 'day', 'completely', 'unreliable']",software crash multiple time day completely unreliable,neutral,1.0,"['performance', 'software']","{'performance': 'neutral', 'software': 'neutral'}"
230,Impressive performance for the price point. Highly recommend.,4,electronics,positive,impressive performance for the price point highly recommend,"['impressive', 'performance', 'price', 'point', 'highly', 'recommend']",impressive performance price point highly recommend,positive,0.7264,"['performance', 'value']","{'performance': 'positive', 'value': 'positive'}"
231,The microphone picks up too much background noise during calls.,2,electronics,negative,the microphone picks up too much background noise during calls,"['microphone', 'pick', 'much', 'background', 'noise', 'call']",microphone pick much background noise call,neutral,1.0,['audio'],{'audio': 'neutral'}
232,Excellent features but the instruction manual is confusing.,3,electronics,neutral,excellent features but the instruction manual is confusing,"['excellent', 'feature', 'instruction', 'manual', 'confusing']",excellent feature instruction manual confusing,neutral,1.0,['software'],{'software': 'neutral'}
233,Customer service was rude and unhelpful. Refused to honor the warranty.,1,electronics,negative,customer service was rude and unhelpful refused to honor the warranty,"['customer', 'service', 'rude', 'unhelpful', 'refused', 'honor', 'warranty']",customer service rude unhelpful refused honor warranty,negative,0.25,['customer_service'],{'customer_service': 'negative'}
234,The touchscreen is unresponsive in cold weather. Major design flaw.,2,electronics,negative,the touchscreen is unresponsive in cold weather major design flaw,"['touchscreen', 'unresponsive', 'cold', 'weather', 'major', 'design', 'flaw']",touchscreen unresponsive cold weather major design flaw,neutral,1.0,"['display', 'design']","{'display': 'neutral', 'design': 'negative'}"
235,The warranty process was a nightmare. Took 6 weeks to resolve.,1,electronics,negative,the warranty process was a nightmare took weeks to resolve,"['warranty', 'process', 'nightmare', 'took', 'week', 'resolve']",warranty process nightmare took week resolve,positive,0.3818,['customer_service'],{'customer_service': 'neutral'}
236,Buttons are stiff and hard to press. Poor ergonomics.,2,electronics,negative,buttons are stiff and hard to press poor ergonomics,"['button', 'stiff', 'hard', 'press', 'poor', 'ergonomics']",button stiff hard press poor ergonomics,negative,0.5423,['design'],{'design': 'neutral'}
237,The product description was misleading. Not what I expected.,2,electronics,negative,the product description was misleading not what i expected,"['product', 'description', 'misleading', 'not', 'expected']",product description misleading not expected,negative,0.4019,['general'],{'general': 'neutral'}
238,Camera is blurry and washed out. Terrible in any lighting condition.,2,electronics,negative,camera is blurry and washed out terrible in any lighting condition,"['camera', 'blurry', 'washed', 'terrible', 'lighting', 'condition']",camera blurry washed terrible lighting condition,negative,0.5423,['camera'],{'camera': 'negative'}
239,Waterproofing works great. Survived a full submersion.,5,electronics,positive,waterproofing works great survived a full submersion,"['waterproofing', 'work', 'great', 'survived', 'full', 'submersion']",waterproofing work great survived full submersion,positive,0.8126,['general'],{'general': 'neutral'}
240,Volume buttons are unresponsive. Had to return the product.,2,electronics,negative,volume buttons are unresponsive had to return the product,"['volume', 'button', 'unresponsive', 'return', 'product']",volume button unresponsive return product,neutral,1.0,"['audio', 'customer_service']","{'audio': 'negative', 'customer_service': 'negative'}"
241,Easy to set up but customer support was slow to respond.,3,electronics,neutral,easy to set up but customer support was slow to respond,"['easy', 'set', 'customer', 'support', 'slow', 'respond']",easy set customer support slow respond,positive,0.6705,"['performance', 'customer_service']","{'performance': 'neutral', 'customer_service': 'neutral'}"
242,Speaker quality is mediocre at best. Tinny and distorted at high volume.,2,electronics,negative,speaker quality is mediocre at best tinny and distorted at high volume,"['speaker', 'quality', 'mediocre', 'best', 'tinny', 'distorted', 'high', 'volume']",speaker quality mediocre best tinny distorted high volume,positive,0.3612,"['build_quality', 'audio']","{'build_quality': 'positive', 'audio': 'positive'}"
243,Excellent build quality. Feels like it will last for years.,5,electronics,positive,excellent build quality feels like it will last for years,"['excellent', 'build', 'quality', 'feel', 'like', 'last', 'year']",excellent build quality feel like last year,positive,0.7351,"['build_quality', 'software']","{'build_quality': 'positive', 'software': 'neutral'}"
244,Love the design but the charging takes forever. Over 3 hours.,3,electronics,neutral,love the design but the charging takes forever over hours,"['love', 'design', 'charging', 'take', 'forever', 'hour']",love design charging take forever hour,positive,0.3818,"['battery', 'design']","{'battery': 'positive', 'design': 'positive'}"
245,Works well most of the time but occasionally freezes randomly.,3,electronics,neutral,works well most of the time but occasionally freezes randomly,"['work', 'well', 'time', 'occasionally', 'freeze', 'randomly']",work well time occasionally freeze randomly,neutral,0.7882,"['performance', 'software']","{'performance': 'neutral', 'software': 'neutral'}"
246,Impressive performance for the price point. Highly recommend.,4,electronics,positive,impressive performance for the price point highly recommend,"['impressive', 'performance', 'price', 'point', 'highly', 'recommend']",impressive performance price point highly recommend,positive,0.7264,"['performance', 'value']","{'performance': 'positive', 'value': 'positive'}"
247,Works well most of the time but occasionally freezes randomly.,3,electronics,neutral,works well most of the time but occasionally freezes randomly,"['work', 'well', 'time', 'occasionally', 'freeze', 'randomly']",work well time occasionally freeze randomly,neutral,0.7882,"['performance', 'software']","{'performance': 'neutral', 'software': 'neutral'}"
248,Build quality feels premium. Solid and durable construction.,4,electronics,positive,build quality feels premium solid and durable construction,"['build', 'quality', 'feel', 'premium', 'solid', 'durable', 'construction']",build quality feel premium solid durable construction,neutral,0.8469,"['build_quality', 'software']","{'build_quality': 'positive', 'software': 'neutral'}"
249,Screen cracked after a minor drop. Very fragile build quality.,2,electronics,negative,screen cracked after a minor drop very fragile build quality,"['screen', 'cracked', 'minor', 'drop', 'fragile', 'build', 'quality']",screen cracked minor drop fragile build quality,negative,0.2732,"['display', 'build_quality', 'software']","{'display': 'negative', 'build_quality': 'negative', 'software': 'neutral'}"
250,Device overheats constantly during normal usage. Gets dangerously hot.,1,electronics,negative,device overheats constantly during normal usage gets dangerously hot,"['device', 'overheats', 'constantly', 'normal', 'usage', 'get', 'dangerously', 'hot']",device overheats constantly normal usage get dangerously hot,negative,0.4588,['general'],{'general': 'neutral'}
251,"Sound quality on these headphones is phenomenal. Deep bass, clear highs.",5,electronics,positive,sound quality on these headphones is phenomenal deep bass clear highs,"['sound', 'quality', 'headphone', 'phenomenal', 'deep', 'bass', 'clear', 'high']",sound quality headphone phenomenal deep bass clear high,positive,0.3818,"['build_quality', 'audio']","{'build_quality': 'positive', 'audio': 'positive'}"
252,Sound quality is excellent but the build feels cheap and plasticky.,3,electronics,neutral,sound quality is excellent but the build feels cheap and plasticky,"['sound', 'quality', 'excellent', 'build', 'feel', 'cheap', 'plasticky']",sound quality excellent build feel cheap plasticky,positive,0.3291,"['build_quality', 'software', 'audio', 'value']","{'build_quality': 'neutral', 'software': 'neutral', 'audio': 'neutral', 'value': 'neutral'}"
253,Camera quality is stunning. Photos come out crisp and vibrant even in low light.,5,electronics,positive,camera quality is stunning photos come out crisp and vibrant even in low light,"['camera', 'quality', 'stunning', 'photo', 'come', 'crisp', 'vibrant', 'even', 'low', 'light']",camera quality stunning photo come crisp vibrant even low light,positive,0.5994,"['camera', 'build_quality', 'software']","{'camera': 'positive', 'build_quality': 'positive', 'software': 'neutral'}"
254,Battery charges quickly and holds charge well. Very satisfied.,4,electronics,positive,battery charges quickly and holds charge well very satisfied,"['battery', 'charge', 'quickly', 'hold', 'charge', 'well', 'satisfied']",battery charge quickly hold charge well satisfied,positive,0.4754,"['battery', 'software']","{'battery': 'positive', 'software': 'neutral'}"
255,Noise cancellation is top notch. Perfect for working from home.,5,electronics,positive,noise cancellation is top notch perfect for working from home,"['noise', 'cancellation', 'top', 'notch', 'perfect', 'working', 'home']",noise cancellation top notch perfect working home,positive,0.6705,['audio'],{'audio': 'positive'}
256,Device overheats constantly during normal usage. Gets dangerously hot.,1,electronics,negative,device overheats constantly during normal usage gets dangerously hot,"['device', 'overheats', 'constantly', 'normal', 'usage', 'get', 'dangerously', 'hot']",device overheats constantly normal usage get dangerously hot,negative,0.4588,['general'],{'general': 'neutral'}
257,Battery charges quickly and holds charge well. Very satisfied.,4,electronics,positive,battery charges quickly and holds charge well very satisfied,"['battery', 'charge', 'quickly', 'hold', 'charge', 'well', 'satisfied']",battery charge quickly hold charge well satisfied,positive,0.4754,"['battery', 'software']","{'battery': 'positive', 'software': 'neutral'}"
258,Device overheats constantly during normal usage. Gets dangerously hot.,1,electronics,negative,device overheats constantly during normal usage gets dangerously hot,"['device', 'overheats', 'constantly', 'normal', 'usage', 'get', 'dangerously', 'hot']",device overheats constantly normal usage get dangerously hot,negative,0.4588,['general'],{'general': 'neutral'}
259,The battery life on this phone is absolutely incredible. Lasts two full days!,5,electronics,positive,the battery life on this phone is absolutely incredible lasts two full days,"['battery', 'life', 'phone', 'absolutely', 'incredible', 'last', 'two', 'full', 'day']",battery life phone absolutely incredible last two full day,neutral,1.0,['battery'],{'battery': 'positive'}
260,"Sound quality on these headphones is phenomenal. Deep bass, clear highs.",5,electronics,positive,sound quality on these headphones is phenomenal deep bass clear highs,"['sound', 'quality', 'headphone', 'phenomenal', 'deep', 'bass', 'clear', 'high']",sound quality headphone phenomenal deep bass clear high,positive,0.3818,"['build_quality', 'audio']","{'build_quality': 'positive', 'audio': 'positive'}"
261,Waterproofing works great. Survived a full submersion.,5,electronics,positive,waterproofing works great survived a full submersion,"['waterproofing', 'work', 'great', 'survived', 'full', 'submersion']",waterproofing work great survived full submersion,positive,0.8126,['general'],{'general': 'neutral'}
262,The app crashes every time I try to sync data.,1,electronics,negative,the app crashes every time i try to sync data,"['app', 'crash', 'every', 'time', 'try', 'sync', 'data']",app crash every time try sync data,neutral,1.0,"['performance', 'software', 'connectivity']","{'performance': 'neutral', 'software': 'negative', 'connectivity': 'negative'}"
263,Fast delivery and the packaging was secure. Product works perfectly.,5,electronics,positive,fast delivery and the packaging was secure product works perfectly,"['fast', 'delivery', 'packaging', 'secure', 'product', 'work', 'perfectly']",fast delivery packaging secure product work perfectly,positive,0.765,"['performance', 'delivery']","{'performance': 'positive', 'delivery': 'positive'}"
264,Device overheats constantly during normal usage. Gets dangerously hot.,1,electronics,negative,device overheats constantly during normal usage gets dangerously hot,"['device', 'overheats', 'constantly', 'normal', 'usage', 'get', 'dangerously', 'hot']",device overheats constantly normal usage get dangerously hot,negative,0.4588,['general'],{'general': 'neutral'}
265,"Sound quality on these headphones is phenomenal. Deep bass, clear highs.",5,electronics,positive,sound quality on these headphones is phenomenal deep bass clear highs,"['sound', 'quality', 'headphone', 'phenomenal', 'deep', 'bass', 'clear', 'high']",sound quality headphone phenomenal deep bass clear high,positive,0.3818,"['build_quality', 'audio']","{'build_quality': 'positive', 'audio': 'positive'}"
266,Setup was super easy and the interface is very intuitive.,4,electronics,positive,setup was super easy and the interface is very intuitive,"['setup', 'super', 'easy', 'interface', 'intuitive']",setup super easy interface intuitive,positive,0.7783,['software'],{'software': 'positive'}
267,Sound quality is excellent but the build feels cheap and plasticky.,3,electronics,neutral,sound quality is excellent but the build feels cheap and plasticky,"['sound', 'quality', 'excellent', 'build', 'feel', 'cheap', 'plasticky']",sound quality excellent build feel cheap plasticky,positive,0.3291,"['build_quality', 'software', 'audio', 'value']","{'build_quality': 'neutral', 'software': 'neutral', 'audio': 'neutral', 'value': 'neutral'}"
268,"Sound quality on these headphones is phenomenal. Deep bass, clear highs.",5,electronics,positive,sound quality on these headphones is phenomenal deep bass clear highs,"['sound', 'quality', 'headphone', 'phenomenal', 'deep', 'bass', 'clear', 'high']",sound quality headphone phenomenal deep bass clear high,positive,0.3818,"['build_quality', 'audio']","{'build_quality': 'positive', 'audio': 'positive'}"
269,The WiFi connectivity is spotty and drops frequently.,2,electronics,negative,the wifi connectivity is spotty and drops frequently,"['wifi', 'connectivity', 'spotty', 'drop', 'frequently']",wifi connectivity spotty drop frequently,neutral,1.0,['connectivity'],{'connectivity': 'neutral'}
270,Screen cracked after a minor drop. Very fragile build quality.,2,electronics,negative,screen cracked after a minor drop very fragile build quality,"['screen', 'cracked', 'minor', 'drop', 'fragile', 'build', 'quality']",screen cracked minor drop fragile build quality,negative,0.2732,"['display', 'build_quality', 'software']","{'display': 'negative', 'build_quality': 'negative', 'software': 'neutral'}"
271,Bluetooth keeps disconnecting every few minutes. Very frustrating.,2,electronics,negative,bluetooth keeps disconnecting every few minutes very frustrating,"['bluetooth', 'keep', 'disconnecting', 'every', 'minute', 'frustrating']",bluetooth keep disconnecting every minute frustrating,negative,0.4927,['connectivity'],{'connectivity': 'neutral'}
272,Speaker quality is mediocre at best. Tinny and distorted at high volume.,2,electronics,negative,speaker quality is mediocre at best tinny and distorted at high volume,"['speaker', 'quality', 'mediocre', 'best', 'tinny', 'distorted', 'high', 'volume']",speaker quality mediocre best tinny distorted high volume,positive,0.3612,"['build_quality', 'audio']","{'build_quality': 'positive', 'audio': 'positive'}"
273,Returned it immediately. Nothing worked as advertised.,1,electronics,negative,returned it immediately nothing worked as advertised,"['returned', 'immediately', 'nothing', 'worked', 'advertised']",returned immediately nothing worked advertised,neutral,1.0,['customer_service'],{'customer_service': 'neutral'}
274,Customer service was rude and unhelpful. Refused to honor the warranty.,1,electronics,negative,customer service was rude and unhelpful refused to honor the warranty,"['customer', 'service', 'rude', 'unhelpful', 'refused', 'honor', 'warranty']",customer service rude unhelpful refused honor warranty,negative,0.25,['customer_service'],{'customer_service': 'negative'}
275,The touchscreen is unresponsive in cold weather. Major design flaw.,2,electronics,negative,the touchscreen is unresponsive in cold weather major design flaw,"['touchscreen', 'unresponsive', 'cold', 'weather', 'major', 'design', 'flaw']",touchscreen unresponsive cold weather major design flaw,neutral,1.0,"['display', 'design']","{'display': 'neutral', 'design': 'negative'}"
276,The app integration works seamlessly with all my devices.,4,electronics,positive,the app integration works seamlessly with all my devices,"['app', 'integration', 'work', 'seamlessly', 'device']",app integration work seamlessly device,neutral,1.0,['software'],{'software': 'positive'}
277,Buttons are stiff and hard to press. Poor ergonomics.,2,electronics,negative,buttons are stiff and hard to press poor ergonomics,"['button', 'stiff', 'hard', 'press', 'poor', 'ergonomics']",button stiff hard press poor ergonomics,negative,0.5423,['design'],{'design': 'neutral'}
278,Arrived with a scratch on the screen. Disappointed with QC.,2,electronics,negative,arrived with a scratch on the screen disappointed with qc,"['arrived', 'scratch', 'screen', 'disappointed']",arrived scratch screen disappointed,negative,0.4767,"['display', 'software', 'delivery']","{'display': 'negative', 'software': 'neutral', 'delivery': 'negative'}"
279,Arrived with a scratch on the screen. Disappointed with QC.,2,electronics,negative,arrived with a scratch on the screen disappointed with qc,"['arrived', 'scratch', 'screen', 'disappointed']",arrived scratch screen disappointed,negative,0.4767,"['display', 'software', 'delivery']","{'display': 'negative', 'software': 'neutral', 'delivery': 'negative'}"
280,Absolutely love this product! Best purchase I've made this year.,5,electronics,positive,absolutely love this product best purchase i've made this year,"['absolutely', 'love', 'product', 'best', 'purchase', ""'ve"", 'made', 'year']",absolutely love product best purchase 've made year,positive,0.8746,['general'],{'general': 'neutral'}
281,Screen cracked after a minor drop. Very fragile build quality.,2,electronics,negative,screen cracked after a minor drop very fragile build quality,"['screen', 'cracked', 'minor', 'drop', 'fragile', 'build', 'quality']",screen cracked minor drop fragile build quality,negative,0.2732,"['display', 'build_quality', 'software']","{'display': 'negative', 'build_quality': 'negative', 'software': 'neutral'}"
282,Absolutely love this product! Best purchase I've made this year.,5,electronics,positive,absolutely love this product best purchase i've made this year,"['absolutely', 'love', 'product', 'best', 'purchase', ""'ve"", 'made', 'year']",absolutely love product best purchase 've made year,positive,0.8746,['general'],{'general': 'neutral'}
283,Good value but the packaging was damaged on arrival.,3,electronics,neutral,good value but the packaging was damaged on arrival,"['good', 'value', 'packaging', 'damaged', 'arrival']",good value packaging damaged arrival,negative,0.296,"['value', 'delivery']","{'value': 'neutral', 'delivery': 'neutral'}"
284,Camera is blurry and washed out. Terrible in any lighting condition.,2,electronics,negative,camera is blurry and washed out terrible in any lighting condition,"['camera', 'blurry', 'washed', 'terrible', 'lighting', 'condition']",camera blurry washed terrible lighting condition,negative,0.5423,['camera'],{'camera': 'negative'}
285,Customer support was incredibly helpful and resolved my issue quickly.,5,electronics,positive,customer support was incredibly helpful and resolved my issue quickly,"['customer', 'support', 'incredibly', 'helpful', 'resolved', 'issue', 'quickly']",customer support incredibly helpful resolved issue quickly,positive,0.7755,"['software', 'customer_service']","{'software': 'neutral', 'customer_service': 'positive'}"
286,Customer support was incredibly helpful and resolved my issue quickly.,5,electronics,positive,customer support was incredibly helpful and resolved my issue quickly,"['customer', 'support', 'incredibly', 'helpful', 'resolved', 'issue', 'quickly']",customer support incredibly helpful resolved issue quickly,positive,0.7755,"['software', 'customer_service']","{'software': 'neutral', 'customer_service': 'positive'}"
287,Speaker quality is mediocre at best. Tinny and distorted at high volume.,2,electronics,negative,speaker quality is mediocre at best tinny and distorted at high volume,"['speaker', 'quality', 'mediocre', 'best', 'tinny', 'distorted', 'high', 'volume']",speaker quality mediocre best tinny distorted high volume,positive,0.3612,"['build_quality', 'audio']","{'build_quality': 'positive', 'audio': 'positive'}"
288,Excellent features but the instruction manual is confusing.,3,electronics,neutral,excellent features but the instruction manual is confusing,"['excellent', 'feature', 'instruction', 'manual', 'confusing']",excellent feature instruction manual confusing,neutral,1.0,['software'],{'software': 'neutral'}
289,Fast performance overall but the software has some annoying bugs.,3,electronics,neutral,fast performance overall but the software has some annoying bugs,"['fast', 'performance', 'overall', 'software', 'annoying', 'bug']",fast performance overall software annoying bug,negative,0.5499,"['performance', 'software']","{'performance': 'positive', 'software': 'neutral'}"
290,Excellent features but the instruction manual is confusing.,3,electronics,neutral,excellent features but the instruction manual is confusing,"['excellent', 'feature', 'instruction', 'manual', 'confusing']",excellent feature instruction manual confusing,neutral,1.0,['software'],{'software': 'neutral'}
291,Good value but the packaging was damaged on arrival.,3,electronics,neutral,good value but the packaging was damaged on arrival,"['good', 'value', 'packaging', 'damaged', 'arrival']",good value packaging damaged arrival,negative,0.296,"['value', 'delivery']","{'value': 'neutral', 'delivery': 'neutral'}"
292,Nice design and good performance but the price is a bit high.,3,electronics,neutral,nice design and good performance but the price is a bit high,"['nice', 'design', 'good', 'performance', 'price', 'bit', 'high']",nice design good performance price bit high,positive,0.431,"['performance', 'value', 'design']","{'performance': 'positive', 'value': 'positive', 'design': 'positive'}"
293,Buttons are stiff and hard to press. Poor ergonomics.,2,electronics,negative,buttons are stiff and hard to press poor ergonomics,"['button', 'stiff', 'hard', 'press', 'poor', 'ergonomics']",button stiff hard press poor ergonomics,negative,0.5423,['design'],{'design': 'neutral'}
294,Fast delivery and the packaging was secure. Product works perfectly.,5,electronics,positive,fast delivery and the packaging was secure product works perfectly,"['fast', 'delivery', 'packaging', 'secure', 'product', 'work', 'perfectly']",fast delivery packaging secure product work perfectly,positive,0.765,"['performance', 'delivery']","{'performance': 'positive', 'delivery': 'positive'}"
295,Very intuitive controls. No learning curve at all.,4,electronics,positive,very intuitive controls no learning curve at all,"['intuitive', 'control', 'learning', 'curve']",intuitive control learning curve,negative,0.3535,['software'],{'software': 'neutral'}
296,Excellent build quality. Feels like it will last for years.,5,electronics,positive,excellent build quality feels like it will last for years,"['excellent', 'build', 'quality', 'feel', 'like', 'last', 'year']",excellent build quality feel like last year,positive,0.7351,"['build_quality', 'software']","{'build_quality': 'positive', 'software': 'neutral'}"
297,Excellent build quality. Feels like it will last for years.,5,electronics,positive,excellent build quality feels like it will last for years,"['excellent', 'build', 'quality', 'feel', 'like', 'last', 'year']",excellent build quality feel like last year,positive,0.7351,"['build_quality', 'software']","{'build_quality': 'positive', 'software': 'neutral'}"
298,Customer support was incredibly helpful and resolved my issue quickly.,5,electronics,positive,customer support was incredibly helpful and resolved my issue quickly,"['customer', 'support', 'incredibly', 'helpful', 'resolved', 'issue', 'quickly']",customer support incredibly helpful resolved issue quickly,positive,0.7755,"['software', 'customer_service']","{'software': 'neutral', 'customer_service': 'positive'}"
299,Fast delivery and the packaging was secure. Product works perfectly.,5,electronics,positive,fast delivery and the packaging was secure product works perfectly,"['fast', 'delivery', 'packaging', 'secure', 'product', 'work', 'perfectly']",fast delivery packaging secure product work perfectly,positive,0.765,"['performance', 'delivery']","{'performance': 'positive', 'delivery': 'positive'}"
300,Easy to set up but customer support was slow to respond.,3,electronics,neutral,easy to set up but customer support was slow to respond,"['easy', 'set', 'customer', 'support', 'slow', 'respond']",easy set customer support slow respond,positive,0.6705,"['performance', 'customer_service']","{'performance': 'neutral', 'customer_service': 'neutral'}"
